0,1,2,3,4,5,6
Τσερτικίδης,Παντελής,Αναστασίου,,,,
Αρσένη,Μαρία,Ηλία,,,,
Κωνσταντόπουλος,Γεώργιος,Λεωνίδα,,,,
Πολύζος,Ευάγγελος,Γεωργίου,,,,
Τσεκούρας,Ιωάννης,Γρηγορίου,,,,
Τρυφωνίδης,Γεώργιος,Παναγιώτη,,,,
Κεφαλογιάννης,Ιωάννης,Κωνσταντίνου,,,,
Λουκάκης,Μανώλης,Χαραλάμπους,,,,
Γκαλήπ,Γκαλήπ,Σαμπαχεδίν,,,,
Στυλιανίδης,Ευριπίδης,Στυλιανού,,,,
Μεχμέτ,Αχμέτ,Μουσταφά,,,,
Βαρδίκος,Πυθαγόρας,Χαραλάμπους,,,,
Ανθόπουλος,Ιωάννης,Ευσταθίου,,,,
Βασιλακάκης,Βασίλειος,Φωτίου,,,,
Λεονταρίδης,Θεόφιλος,Χρήστου,,,,
Καραμανλής,Αχιλλεύς,Γεωργίου,,,,
Κόλλια,-,Τσαρουχά,Μαρία,Ευστρατίου,,
Χαϊτίδης,Ευγένιος,Δημητρίου,,,,
Τσιπλάκης,Κωνσταντίνος,Αθανασίου,,,,
Μαγκούφης,Χρήστος,Ευθυμίου,,,,
Σκρέκας,Θεόδωρος,Κωνσταντίνου,,,,
Χατζηγάκης,Σωτήριος,Μιχαήλ,,,,
Λέγκας,Νικόλαος,Σωτηρίου,,,,
Μάτης,Αθανάσιος,Δημητρίου,,,,
Παπαδήμας,Λάμπρος,Ηλία,,,,
Βαθειάς,Ιωάννης,Κωνσταντίνου,,,,
Αλαμπάνος,Δημήτριος,Νικολάου,,,,
Γιαννόπουλος,Αθανάσιος,Λάμπρου,,,,
Καλλιώρας,Ηλίας,Δημητρίου,,,,
Αγγελούσης,Ευστάθιος,Αθανασίου,,,,
Λιάνης,Γεώργιος,Θεμιστοκλή,,,,
Κορτσάρης,Νικόλαος,Χαραλάμπους,,,,
Θάνος,Δημήτριος,Ιωάννη,,,,
Γκελεστάθης,Νικόλαος,Αναστασίου,,,,
Πάχτας,Χρήστος,Αστερίου,,,,
Πάππας,Βασίλειος,Νικολάου,,,,
Φλωρίνης,Αθηναίος,Δημητρίου,,,,
Σκουλάκης,Εμμανουήλ,Γεωργίου,,,,
Δαμιανάκης,Ευτύχιος,Νικολάου,,,,
Βαλυράκης,Ιωσήφ,Ιωαν.,,,,
Μαρκογιαννάκης,Χρήστος,Εμμανουήλ,,,,
Τσουρή,Ελπίδα,Στεφάνου,,,,
Βαρίνος,Αθανάσιος,Σπύρου,,,,
Παπανδρέου,Βασιλική,(Βάσω),Ανδρέα,,,
Κακλαμάνης,Απόστολος,Χρήστου,,,,
Λοβέρδος,Ανδρέας,Νικολάου,,,,
Κούρκουλα,Ελένη,Κωνσταντίνου,,,,
Γείτονας,Κωνσταντίνος,Ιωάννη,,,,
Πρωτόπαπας,Χρήστος,Ιωάννη,,,,
Παπαϊωάννου,Μιλτιάδης,Ηλία,,,,
Κουλούρης,Κίμων,Αριστοτέλη,,,,
Μαντέλης,Αναστάσιος,Χαραλάμπους,,,,
Δασκαλάκης,Γεώργιος,Παναγιώτη,,,,
Κοντογιαννόπουλος,Βασίλειος,Νικολάου,,,,
Κατσέλη,Ελεωνόρα,(Νόρα),,Πελοπίδα,,
Ανωμερίτης,Γεώργιος,Δημητρίου,,,,
Χυτήρης,Τηλέμαχος,Γερασίμου,,,,
Μητσοτάκης,Κωνσταντίνος,Κυριάκου,,,,
Τζαννετάκης,Τζαννής,Πέτρου,,,,
Παναγιωτόπουλος,Παναγιώτης,(Πάνος),Παναγιώτη,,,
Μεϊμαράκης,Ευάγγελος,-,Βασίλειος,Ιωάννη,,
Πολύδωρας,Βύρων,Γεωργίου,,,,
Λιάπης,Μιχάλης,-,Γιώργος,Κωνσταντίνου,,
Βαρβιτσιώτης,Μιλτιάδης,Ιωάννη,,,,
Πετραλιά,-,Πάλλη,Φάνη,Επαμεινώνδα,,
Καμμένος,Παναγιώτης,(Πάνος),Ηλία,,,
Καρατζαφέρης,Γεώργιος,Ιωάννη,,,,
Κασίμης,Θεόδωρος,Παναγιώτη,,,,
Γιακουμάτος,Γεράσιμος,Χαραλάμπους,,,,
Παπακώστα,-,Σιδηροπούλου,Αικατερίνη,Αγγέλου,,
Ανδρεουλάκος,Απόστολος,Γεωργίου,,,,
Καρράς,Κώστας,Βασιλείου,,,,
Παπαρήγα,Αλεξάνδρα,Νικολάου,,,,
Κολοζώφ,Ορέστης,Ορέστη,,,,
Σκυλλάκος,Αντώνιος,Ηλία,,,,
Κουβέλης,Φώτιος,-,Φανούριος,Ευαγγέλου,,
Χαραλαμπόπουλος,Ιωάννης,Γεωργίου,,,,
Κατσανέβας,Θεόδωρος,Κωνσταντίνου,,,,
Στεφανής,Κωνσταντίνος,Νικολάου,,,,
Παντερμαλής,Δημήτριος,Στεφάνου,,,,
Μανίκας,Στέφανος,Αναστασίου,,,,
Μαντέλης,Αναστάσιος,Χαραλάμπους,,,,
Παρασκευόπουλος,Παρασκευάς,Νικολάου,,,,
Μολυβιάτης,Πέτρος,Γεωργίου,,,,
Παυλόπουλος,Προκόπιος,Βασιλείου,,,,
Αλογοσκούφης,Γεώργιος,Σπυρίψων,,,,
Τζωάννος,Ιωάννης,Γαβριήλ,,,,
Λουκάκος,Παναγιώτης,Ανδρέα,,,,
Κωνσταντοπούλου,Μαρία,Ιωάννη,,,,
Χριστοδουλάκης,Νίκος,Μιχαήλ,,,,
Παπανδρέου,Γεώργιος,Ανδρέα,,,,
Αρσένης,Γεράσιμος,Διονυσίου,,,,
Παπαντωνίου,Ιωάννης,(Γιάννος),Παναγιώτη,,,
Αλευράς,Αθανάσιος,(Νάσος),Γεωργίου,,,
Οικονόμου,Παντελής,Σπυρίδωνα,,,,
Τσούρας,Αθανάσιος,Αγγέλου,,,,
Πεπονής,Αναστάσιος,Ιωάννη,,,,
Ανουσάκη,Ελένη,-,Ηλέκτρα,,Ευαγγέλου,
Ρωμαίος,Γεώργιος,Θεοδώρου,,,,
Μπακογιάννη,Θεοδώρα,(Ντόρα),Κωνσταντίνου,,,
Μάνος,Στέφανος,Αλεξάνδρου,,,,
Βουλγαράκης,Γεώργιος,Αποστόλου,,,,
Μπενάκη,-,Ψαρούδα,Άννα,Ευαγγέλου,,
Παπαδόγγονας,Αλέξανδρος,Διονυσίου,,,,
Ζαφειρόπουλος,Επαμεινώνδας,Μιχαήλ,,,,
Κωνσταντόπουλος,Νικόλαος,Ανδρέα,,,,
Αράπη,-,Καραγιάννη,Βασιλική,Σωτηρίου,,
Αγγουράκης,Χαράλαμπος,Γεωργίου,,,,
Κοντού,Μάρω,Ανδρέα,,,,
Ρουσόπουλος,Θεόδωρος,Βασιλείου,,,,
Σημίτης,Κώστας,Γεωργίου,,,,
Μπεντενιώτης,Εμμανουήλ,Ανάργυρου,,,,
Σουμάκης,Σταύρος,Αριστείδη,,,,
Μελάς,Παναγιώτης,Ιωάννη,,,,
Μιχαλολιάκος,Βασίλειος,Ιωάννη,,,,
Καλός,Γεώργιος,Βασιλείου,,,,
Αλφιέρη,Στυλιανή,(Στέλλα),Αντωνίου,,,
Λαλιώτης,Κωνσταντίνος,Γεωργίου,,,,
Νιώτης,Γρηγόριος,Δημητρίου,,,,
Διαμαντίδης,Ιωάννης,Δημητρίου,,,,
Κρητικός,Παναγιώτης,Νικολάου,,,,
Καψής,Γιάννης,Παντελή,,,,
Λάλος,Κανέλλος,Ιωάννη,,,,
Αράπης,Ιωάννης,Αναστασίου,,,,
Νεράντζης,Αναστάσιος,Δημητρίου,,,,
Πάγκαλος,Θεόδωρος,Γεωργίου,,,,
Βρεττός,Κωνσταντίνος,(Ντίνος),Σπυρίδωνος,,,
Παπαηλίας,Ηλίας,Νικολάου,,,,
Γιαννάκης,Ιωάννης,Επαμεινώνδα,,,,
Φωτιάδης,Παναγιώτης,Γεωργίου,,,,
Κατσίκης,Θεόδωρος,Κωνσταντίνου,,,,
Σταύρου,Απόστολος,Ευαγγέλου,,,,
Καρατάσος,Γεώργιος,Παναγιώτη,,,,
Κουρής,Λεωνίδας,Νικολάου,,,,
Σαλμάς,Μάριος,Γεωργίου,,,,
Κουρουμπλής,Παναγιώτης,Ελευθερίου,,,,
Σμυρλής,-,Λιακατάς,Χρήστος,Ανδρέα,,
Μαγγίνας,Βασίλειος,Νικολάου,,,,
Καραγκούνης,Ανδρέας,Βελισάριου,,,,
Αλεξόπουλος,Γεώργιος,Λάμπρου,,,,
Καρακώστας,Ιωάννης,Μιχαήλ,,,,
Ροκόφυλλος,Χρήστος,Κωνσταντίνου,,,,
Παπαλέξης,Κωνσταντίνος,Γρηγορίου,,,,
Θωμόπουλος,Ιωάννης,Πέτρου,,,,
Σωτηρόπουλος,Βασίλειος,Νικολάου,,,,
Παπαδημητρίου,Ελισάβετ,(Έλσα),Δημητρίου,,,
Ρέππας,Δημήτριος,Παναγιώτη,,,,
Σπυρόπουλος,Ροβέρτος,Αποστόλου,,,,
Τατούλης,Πέτρος,Παναγιώτη,,,,
Κωστόπουλος,Δημήτριος,Νικολάου,,,,
Κολιοπάνος,Θεόδωρος,Ιωάννη,,,,
Κοσσυβάκης,Δημήτριος,Γεωργίου,,,,
Κονταξής,Αθανάσιος,Δημητρίου,,,,
Φούρας,Ανδρέας,Αθανασίου,,,,
Γεωργόπουλος,Δημήτριος,Αθανασίου,,,,
Κατσικόπουλος,Δημήτριος,Αθανασίου,,,,
Κουτσόγιωργας,Δημήτριος,Αγαμέμνωνα,,,,
Χρυσανθακόπουλος,Αλέξανδρος,Χρήστου,,,,
Σπηλιόπουλος,Κωνσταντίνος,Γεωργίου,,,,
Σπηλιωτόπουλος,Σπήλιος,Παναγιώτη,,,,
Νικολόπουλος,Νικόλαος,Ιωάννου,,,,
Τσαφούλιας,Γεώργιος,Ανδρέα,,,,
Αποστολίδης,Λουκάς,Θωμά,,,,
Ακριβάκης,Αλέξανδρος,Δημητρίου,,,,
Κατσιμπάρδης,Γεώργιος,Κωνσταντίνου,,,,
Μπασιάκος,Ευάγγελος,Αθανασίου,,,,
Κωνσταντινίδης,Ιωάννης,Γεωργίου,,,,
Σαατσόγλου,Ανέστης,Ιακώβου,,,,
Παπαδόπουλος,Σταύρος,Ιωάννη,,,,
Δαμιανός,Θεόδωρος,Κλεάνθη,,,,
Σκανδαλίδης,Κωνσταντίνος,Γεωργίου,,,,
Σφυρίου,Κοσμάς,Προδρόμου,,,,
Παπανικόλας,Βασίλειος,Νικηφόρου,,,,
Καραμάριος,Αναστάσιος,Εμμανουήλ,,,,
Ζαμπουνίδης,Νικόλαος,Δημητρίου,,,,
Κηπουρός,Χρήστος,Γεωργίου,,,,
Λυμπερακίδης,Λεωνίδας,Γρηγορίου,,,,
Δημοσχάκης,Θεοφάνης,Κωνσταντίνου,,,,
Καλαμακίδης,Ιωάννης,Ιορδάνη,,,,
Θεοδώρου,Χρήστος,Αλεξάνδρου,,,,
Κεδίκογλου,Βασίλειος,Συμεών,,,,
Πιπεργιάς,Δημήτριος,Παντελή,,,,
Παπαγεωργόπουλος,Ελευθέριος,Νικολάου,,,,
Αποστόλου,Ευάγγελος,Δημητρίου,,,,
Παναγιωτόπουλος,Αθανάσιος,Θεοδώρου,,,,
Παπαδάτος,Ιωάννης,Διονυσίου,,,,
Γεωργακόπουλος,Δημήτριος,Χρήστου,,,,
Σκουλαρίκης,Ιωάννης,Παναγιώτη,,,,
Ζαφειρόπουλος,Ιωάννης,Γεωργίου,,,,
Πετραλιάς,Αυγερινός,Αντωνίου,,,,
Κορκολόπουλος,Βασίλειος,Διονυσίου,,,,
Κοντογιαννόπουλος,Βασίλειος,Νικολάου,,,,
Χρυσοχοΐδης,Μιχαήλ,Βασιλείου,,,,
Γικόνογλου,Μόσχος,Χαραλάμπους,,,,
Μπόσκου,Μαρία,Σπυρίδωνα,,,,
Χατζηϊωαννίδης,Βασίλειος,Λαζάρου,,,,
Κουράκης,Ιωάννης,Αντωνίου,,,,
Φραγκιαδουλάκης,Εμμανουήλ,Γεωργίου,,,,
Σαρρής,Δημήτριος,Κωνσταντίνου,,,,
Σταυρακάκης,Μηνάς,Κωνσταντίνου,,,,
Αποστολάκης,Δημήτριος,Εμμανουήλ,,,,
Κεφαλογιάννης,Εμμανουήλ,Κωνσταντίνου,,,,
Δανέλλης,Σπυρίδων,Αθανασίου,,,,
Μπαντουβάς,Κωνσταντίνος,Ιωάννη,,,,
Παπαδόπουλος,Αλέξανδρος,(Αλέκος),Κωνσταντίνου,,,
Βεζδρεβάνης,Ηλίας,Κωνσταντίνου,,,,
Βενιζέλος,Ευάγγελος,Βασιλείου,,,,
Καστανίδης,Χαράλαμπος,Γεωργίου,,,,
Παπαθεμελής,Στυλιανός,-,Άγγελος,Μιχαήλ,,
Τσοχατζόπουλος,Απόστολος,-,Αθανάσιος,Ευαγγέλου,,
Ακριτίδης,Νικόλαος,Βασιλείου,,,,
Σπυριούνης,Κυριάκος,Πέτρου,,,,
Μαγκριώτης,Ιωάννης,Αστερίου,,,,
Γκεσούλης,Νικόλαος,Γεωργίου,,,,
Έβερτ,Μιλτιάδης,Αγγέλου,,,,
Καραμανλής,Κωνσταντίνος,Αλεξάνδρου,,,,
Ψωμιάδης,Παναγιώτης,Χαραλάμπους,,,,
Ορφανός,Γεώργιος,Δημητρίου,,,,
Ιντζές,Αναστάσιος,Γεωργίου,,,,
Κούβελας,Σωτήριος,Δημητρίου,,,,
Γερανίδης,Βασίλειος,Θεοδώρου,,,,
Τσιόκας,Θεοχάρης,(Χάρης),Δημητρίου,,,
Κίρκος,Γεώργιος,Κωνσταντίνου,,,,
Τζιτζικώστας,Γεώργιος,Αποστόλου,,,,
Σαλαγκούδης,Γεώργιος,Αριστοτέλη,,,,
Ρεγκούζας,Αδάμ,Παναγιώτη,,,,
Ρόκος,Γεώργιος,Δημητρίου,,,,
Μαλέσιος,Ευάγγελος,Νικολάου,,,,
Αργύρης,Ευάγγελος,Ιωάννη,,,,
Παπούλιας,Κάρολος,Γρηγορίου,,,,
Φούσας,Αντώνιος,Γρηγορίου,,,,
Τασούλας,Απόστολος,Βασιλείου,,,,
Τσακλίδης,Ιωάννης,Κωνσταντίνου,,,,
Παπαδόπουλος,Ηλίας,Παναγιώτη,,,,
Καλαντζής,Γεώργιος,Κωνσταντίνου,,,,
Παναγιωτόπουλος,Γεώργιος,Νικολάου,,,,
Σαλαγιάννης,Νικόλαος,Βασιλείου,,,,
Τσιλίκας,Βασίλειος,Χαραλάμπους,,,,
Σωτηρλής,Δημήτριος,Ευαγγέλου,,,,
Σιούφας,Δημήτριος,Γεωργίου,,,,
Μπούτας,Ευάγγελος,Θωμά,,,,
Πετσάλνικος,Φίλιππος,Ιωάννη,,,,
Σημαιοφορίδης,Κωνσταντίνος,Αγαπίου,,,,
Δρυς,Γεώργιος,Γερασίμου,,,,
Κοντομάρης,Ευτύχιος,Σπυρίδωνος,,,,
Σπύρου,Σπυρίδων,Πέτρου,,,,
Καλαφάτης,Αλέξανδρος,Παναγή,,,,
Φλωρίδης,Γεώργιος,Διαμαντή,,,,
Πασσαλίδης,Θεόδωρος,Ευαγγέλου,,,,
Τσιτουρίδης,Σάββας,Κυριάκου,,,,
Λωτίδης,Λάζαρος,Κυριάκου,,,,
Βλαχόπουλος,Ηλίας,Δημητρίου,,,,
Τσιαρτσιώνης,Νικόλαος,Γεωργίου,,,,
Παπαφιλίππου,Νικόλαος,Παντελή,,,,
Κοκελίδης,Θεόδωρος,(Ρούλης),Ιωάννη,,,
Κοτσώνης,Θεόδωρος,Θρασύβουλου,,,,
Παπαληγούρας,Αναστάσιος,-,Πέτρος,Παναγιώτη,,
Δήμας,Σταύρος,Kωνσταντίνου,,,,
Ποττάκης,Ιωάννης,Ανδρέα,,,,
Παπαζώη,Ελισάβετ,Αλεξάνδρου,,,,
Λεβογιάννης,Νικόλαος,Ιωάννη,,,,
Χωματάς,Ιωάννης,Δημητρίου,,,,
Φουντάς,Παρασκευάς,Νικολάου,,,,
Σκανδαλάκης,Παναγιώτης,Νικολάου,,,,
Δαβάκης,Αθανάσιος,Παναγιώτη,,,,
Φαρμάκης,Νικόλαος,Ιωάννη,,,,
Χατζημιχάλης,Νικόλαος,-,Φώτιος,Δημητρίου,,
Αδαμόπουλος,Γεώργιος,Αθανασίου,,,,
Σουφλιάς,Γεώργιος,Αθανασίου,,,,
Κατσαρός,Νίκος,Ηλία,,,,
Λουλέ,Ανδριανή,(Νίτσα),Κωνσταντίνου,,,
Παπαδημόπουλος,Ιωάννης,Δημητρίου,,,,
Στάθης,Θεόδωρος,Χρήστου,,,,
Ιωαννίδης,Φοίβος,Ιωάννη,,,,
Κοκκίνης,Νικόλαος,Εμμανουήλ,,,,
Παπαδέλλης,Φραγκλίνος,Γεωργίου,,,,
Σηφουνάκης,Νικόλαος,Οδυσσέα,,,,
Σκοπελίτης,Σταύρος,Γεωργίου,,,,
Βλασσόπουλος,Ευάγγελος,Νικολάου,,,,
Ζήση,Ροδούλα,Αθανασίου,,,,
Βούλγαρης,Αλέξανδρος,Ευαγγέλου,,,,
Τζανής,Λεωνίδας,Γεωργίου,,,,
Νάκος,Αθανάσιος,,Σταύρου,,,
Σούρλας,Γεώργιος,Ιωάννη,,,,
Γκατζής,Νικόλαος,Φιλίππου,,,,
Μπένος,Σταύρος,-,Ιωάννης,Θεοδώρου,,
Κατσιλιέρης,Πέτρος,Ιωάννη,,,,
Γιαννακόπουλος,Ιωάννης,Φωτίου,,,,
Λαμπρόπουλος,Ιωάννης,Δημητρίου,,,,
Παπανικολάου,Ελευθέριος,Ιωάννη,,,,
Αναστασόπουλος,Νικόλαος,Δημητρίου,,,,
Σγουρίδης,Παναγιώτης,Σγουρή,,,,
Λαμπαδάρης,Νικόλαος,Κωνσταντίνου,,,,
Ακήφογλου,Μπηρόλ,Ακίφ,,,,
Πασχαλίδης,Γεώργιος,Παναγιώτη,,,,
Γεωργιάδης,Θεόδωρος,Χαραλάμπους,,,,
Φουντουκίδου,-,Θεοδωρίδου,Παρθένα,Ευσταθίου,,
Καρασμάνης,Γεώργιος,Αθανασίου,,,,
Βυζοβίτης,Χρήστος,Κωνσταντίνου,,,,
Τσερτικίδης,Παντελής,Αναστασίου,,,,
Αρσένη,Μαρία,Ηλία,,,,
Κάκκαλος,Νικόλαος,Κλεομένους,,,,
Πολύζος,Ευάγγελος,Γεωργίου,,,,
Ντούσκας,Δημήτριος,Γεωργίου,,,,
Τρυφωνίδης,Γεώργιος,Παναγιώτη,,,,
Λουκάκης,Μανώλης,Χαραλάμπους,,,,
Κεφαλογιάννης,Ιωάννης,Κωνσταντίνου,,,,
Γκαλήπ,Γκαλήπ,Σαμπαχεδίν,,,,
Μουσταφά,Μουσταφά,Μεμέτ,,,,
Δαμιανίδης,Χαράλαμπος,Παύλου,,,,
Καραμηνάς,Κωνσταντίνος,Αντωνίου,,,,
Ηλιάδης,Νικόλαος,Σταύρου,,,,
Δαμιανίδης,Αλέξανδρος,Γεωργίου,,,,
Ανθόπουλος,Ιωάννης,Ευσταθίου,,,,
Χαϊτίδης,Ευγένιος,Δημητρίου,,,,
Καραμανλής,Αχιλλεύς,Γεωργίου,,,,
Λεονταρίδης,Θεόφιλος,Χρήστου,,,,
Παναγιώτου,Σταύρος,Αναστασίου,,,,
Οικονόμου,Χρήστος,Γεωργίου,,,,
Μάτης,Αθανάσιος,Δημητρίου,,,,
Ζιάγκας,Ιωάννης,Δημητρίου,,,,
Σκρέκας,Θεόδωρος,Κωνσταντίνου,,,,
Κανταρτζής,Αχιλλέας,Κλεομένη,,,,
Παπαδήμας,Λάμπρος,Ηλία,,,,
Στάικος,Ευάγγελος,Θωμά,,,,
Αλαμπάνος,Δημήτριος,Νικολάου,,,,
Γιαννόπουλος,Αθανάσιος,Λάμπρου,,,,
Χειμάρας,Αθανάσιος,Γεωργίου,,,,
Καλλιώρας,Ηλίας,Δημητρίου,,,,
Λιάνης,Γεώργιος,Θεμιστοκλή,,,,
Παπαθανασίου,Χαράλαμπος,Εμμανουήλ,,,,
Θάνος,Δημήτριος,Ιωάννη,,,,
Γκελεστάθης,Νικόλαος,Αναστασίου,,,,
Πάχτας,Χρήστος,Αστερίου,,,,
Γιοβανούδας,Βαρσάμης,Αθανασίου,,,,
Πάππας,Βασίλειος,Νικολάου,,,,
Σκουλάκης,Εμμανουήλ,Γεωργίου,,,,
Βαλυράκης,Ιωσήφ,Ιωαν.,,,,
Μιχελογιάννης,Ιωσήφ,Δημητρίου,,,,
Μαρκογιαννάκης,Χρήστος,Εμμανουήλ,,,,
Παπανδρέου,Βασιλική,(Βάσω),Ανδρέα,,,
Κακλαμάνης,Απόστολος,Χρήστου,,,,
Γιαννόπουλος,Ευάγγελος,Αργυρίου,,,,
Γείτονας,Κωνσταντίνος,Ιωάννη,,,,
Κατσανέβας,Θεόδωρος,Κωνσταντίνου,,,,
Παπαϊωάννου,Μιλτιάδης,Ηλία,,,,
Κατσέλη,Ελεωνόρα,(Νόρα),,Πελοπίδα,,
Κουλούρης,Κίμων,Αριστοτέλη,,,,
Χαραλαμπόπουλος,Ιωάννης,Γεωργίου,,,,
Κανελλόπουλος,Λάμπρος,Αναστασίου,,,,
Ανωμερίτης,Γεώργιος,Δημητρίου,,,,
Πρωτόπαπας,Χρήστος,Ιωάννη,,,,
Τζουμάκας,Στέφανος,Αθανασίου,,,,
Χυτήρης,Τηλέμαχος,Γερασίμου,,,,
Βερυβάκης,Ελευθέριος,Δημητρίου,,,,
Χαραλάμπους,Ιωάννης,Νικολάου,,,,
Μητσοτάκης,Κωνσταντίνος,Κυριάκου,,,,
Τζαννετάκης,Τζαννής,Πέτρου,,,,
Βαρβιτσιώτης,Ιωάννης,Μιλτιάδη,,,,
Καμμένος,Παναγιώτης,(Πάνος),Ηλία,,,
Λιάπης,Μιχάλης,-,Γιώργος,Κωνσταντίνου,,
Πολύδωρας,Βύρων,Γεωργίου,,,,
Μεϊμαράκης,Ευάγγελος,-,Βασίλειος,Ιωάννη,,
Πετραλιά,-,Πάλλη,Φάνη,Επαμεινώνδα,,
Ανδρεουλάκος,Απόστολος,Γεωργίου,,,,
Καρατζαφέρης,Γεώργιος,Ιωάννη,,,,
Κασίμης,Θεόδωρος,Παναγιώτη,,,,
Γιακουμάτος,Γεράσιμος,Χαραλάμπους,,,,
Μπρατάκος,Άγγελος,Ιωάννη,,,,
Παπαρήγα,Αλεξάνδρα,Νικολάου,,,,
Κολοζώφ,Ορέστης,Ορέστη,,,,
Κωστόπουλος,Δημήτριος,Βασιλείου,,,,
Δαμανάκη,Μαρία,Θεοδώρου,,,,
Κουβέλης,Φώτιος,-,Φανούριος,Ευαγγέλου,,
Δραγασάκης,Ιωάννης,Ανδρέα,,,,
Κουναλάκης,Πέτρος,Εμμανουήλ,,,,
Τσοβόλας,Δημήτριος,Κωνσταντίνου,,,,
Δημαράς,Ιωάννης,Νικολάου,,,,
Κουβελάκης,Γιώργος,Ευσταθίου,,,,
Λιβάνης,Αντώνης,Ηλία,,,,
Λαλιώτης,Κωνσταντίνος,Γεωργίου,,,,
Κουρής,Νικόλαος,Παναγιώτη,,,,
Ακρίτα,Σύλβα,-,Καίτη,Χα,Λουκή,
Τσαλδάρης,Αθανάσιος,Κωνσταντίνου,,,,
Παπακωνσταντίνου,Μιχάλης,Γεωργίου,,,,
Γκόνης,Αναστάσιος,Χρήστου,,,,
Πυλαρινός,Κωνσταντίνος,Διονυσίου,,,,
Τόγιας,Βασίλειος,Ιωάννη,,,,
Τζαβέλλα,Φερονίκη,Γεωργίου,,,,
Μαγκριώτης,Ιωάννης,Αστερίου,,,,
Αρσένης,Γεράσιμος,Διονυσίου,,,,
Πεπονής,Αναστάσιος,Ιωάννη,,,,
Παπαντωνίου,Ιωάννης,(Γιάννος),Παναγιώτη,,,
Τσούρας,Αθανάσιος,Αγγέλου,,,,
Κατσιφάρας,Γεώργιος,Παναγιώτη,,,,
Μπέης,Δημήτριος,Γεωργίου,,,,
Τζαννετάκης,Τζαννής,Πέτρου,,,,
Μάνος,Στέφανος,Αλεξάνδρου,,,,
Έβερτ,Μιλτιάδης,Αγγέλου,,,,
Βουλγαράκης,Γεώργιος,Αποστόλου,,,,
Μπενάκη,-,Ψαρούδα,Άννα,Ευαγγέλου,,
Γιαννάκου,Μαριορή,(Μαριέττα),Παναγιώτη,,,
Παπαδόγγονας,Αλέξανδρος,Διονυσίου,,,,
Ζαφειρόπουλος,Επαμεινώνδας,Μιχαήλ,,,,
Κοραχάης,Βασίλειος,Ιωάννη,,,,
Κολοζώφ,Ορέστης,Ορέστη,,,,
Βενιζέλος,Νικήτας,Κυριάκου,,,,
Ανουσάκη,Ελένη,-,Ηλέκτρα,,Ευαγγέλου,
Αλευράς,Αθανάσιος,(Νάσος),Γεωργίου,,,
Γιώτας,Ευστάθιος,Γεωργίου,,,,
Σαψάλης,Κωνσταντίνος,Γεωργίου,,,,
Σημίτης,Κώστας,Γεωργίου,,,,
Ντεντιδάκης,Αντώνιος,Εμμανουήλ,,,,
Μπεντενιώτης,Εμμανουήλ,Ανάργυρου,,,,
Παπασπύρου,Ιωάννης,Ανδρέα,,,,
Σουμάκης,Σταύρος,Αριστείδη,,,,
Μιχαλολιάκος,Βασίλειος,Ιωάννη,,,,
Μαχαίρα,Μαρία,Ανδρέα,,,,
Μελάς,Παναγιώτης,Ιωάννη,,,,
Νιώτης,Γρηγόριος,Δημητρίου,,,,
Κρητικός,Παναγιώτης,Νικολάου,,,,
Διαμαντίδης,Ιωάννης,Δημητρίου,,,,
Καψής,Γιάννης,Παντελή,,,,
Γαλανός,Νικόλαος,Θεοδώρου,,,,
Λάλος,Κανέλλος,Ιωάννη,,,,
Νεράντζης,Αναστάσιος,Δημητρίου,,,,
Αραβανής,Γεράσιμος,Ιωάννη,,,,
Πάγκαλος,Θεόδωρος,Γεωργίου,,,,
Βρεττός,Κωνσταντίνος,(Ντίνος),Σπυρίδωνος,,,
Γιαννάκης,Ιωάννης,Επαμεινώνδα,,,,
Παπαηλίας,Ηλίας,Νικολάου,,,,
Κατσίκης,Θεόδωρος,Κωνσταντίνου,,,,
Κατσιγιάννης,Χρήστος,Αθανασίου,,,,
Κουμπούρης,Δήμος,Ιωάννη,,,,
Ροκόφυλλος,Χρήστος,Κωνσταντίνου,,,,
Κοκκινοβασίλης,Χρήστος,Νικολάου,,,,
Μπαλτάς,Αλέξανδρος,Ελευθερίου,,,,
Σμυρλής,-,Λιακατάς,Χρήστος,Ανδρέα,,
Δημητρακόπουλος,Αθανάσιος,Αλεξίου,,,,
Καραγκούνης,Ανδρέας,Βελισάριου,,,,
Μαγγίνας,Βασίλειος,Νικολάου,,,,
Στριφτάρης,Σπυρίδων,Δημητρίου,,,,
Μελίδης,Ιωάννης,Αναστασίου,,,,
Παπαδημητρίου,Ελισάβετ,(Έλσα),Δημητρίου,,,
Θωμόπουλος,Ιωάννης,Πέτρου,,,,
Δασκαλάκης,Γεώργιος,Παναγιώτη,,,,
Ρέππας,Δημήτριος,Παναγιώτη,,,,
Τατούλης,Πέτρος,Παναγιώτη,,,,
Κωστόπουλος,Δημήτριος,Νικολάου,,,,
Οικονομίδης,Παναγιώτης,Θεοδοσίου,,,,
Κολιοπάνος,Θεόδωρος,Ιωάννη,,,,
Κονταξής,Αθανάσιος,Δημητρίου,,,,
Παπανδρέου,Γεώργιος,Ανδρέα,,,,
Φούρας,Ανδρέας,Αθανασίου,,,,
Κατσικόπουλος,Δημήτριος,Αθανασίου,,,,
Σκαμνάκης,Δημήτριος,Χριστόφορου,,,,
Θωμά,Μαρία,Αλεξίου,,,,
